prompt_hash,geo_level,primary_market,submarket,market,property_type,broker_role,prompt,citation_count,model
f2c6762edf82c3da913021e3d59ba55d5eace25715b87f7bd81c7d6add2705fe,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,sales,"Who brokers light manufacturing properties in the James Island/Folly Beach submarket of Charleston, South Carolina?",8,gpt-4.1-web
6356a99b183851a76ac94da02ab416750f09f8d05f419eba4df8d573ceecbc6f,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,sales,"Top broker for institutional industrial investment sales in the James Island/Folly Beach submarket of Charleston, South Carolina",6,gpt-4.1-web
d702a68bb2ca37ac69b261dcd8879c621dee7a79d35c1c61fbe76993f2b99dc0,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,sales,"Who sells industrial buildings under 50,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",4,gpt-4.1-web
6039011ca34b2c1311121f8d5d6e7bf8a64066f6bd762e7f2ecd94f8ca7e22c1,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,sales,"Who helps local businesses buy small industrial buildings in the James Island/Folly Beach submarket of Charleston, South Carolina?",7,gpt-4.1-web
a3a5109c00a541585aedc03d9a71c5a2bf7ce46efc73ef43a10c2e01cac6b620,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,sales,"Who sells food-grade warehouse facilities in the James Island/Folly Beach submarket of Charleston, South Carolina?",4,gpt-4.1-web
0fff395c37d4bce682823679b9f483d48f6d593a60db1ff4f9d74dae2310bb1b,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,sales,"Who sells industrial facilities over 200,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",4,gpt-4.1-web
14929f6bb5bbbde9622ed86aa3828a492812522d8eca04cf20bd258a914deb63,submarket,"Charleston, South Carolina",East Islands/Mt Pleasant,"East Islands/Mt Pleasant | Charleston, South Carolina",land,sales,"Who helps local developers find land in the East Islands/Mt Pleasant submarket of Charleston, South Carolina?",4,gpt-4.1-web
9ae9f3ebbd3641751806bef19877b069fdd5b34f3a0ddcad4f53e0e02a62ff4f,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,leasing,"Who dominates sub-50,000 SF industrial leasing in the James Island/Folly Beach submarket of Charleston, South Carolina?",3,gpt-4.1-web
f0825049e23733018083d94c9570357921257808a77447a8cf94020a1f47c6ff,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,sales,"Who sells Class A industrial buildings in the James Island/Folly Beach submarket of Charleston, South Carolina?",8,gpt-4.1-web
4153ddffea6aa55c0f6c45c0c7707fa878c3c7ae3353f72fdfb20107de468582,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,leasing,"Who leases warehouse space over 200,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",3,gpt-4.1-web
5f83e0e12bf25e812defaf8db4b387ab3a2db5dbdccecdb703c2dc852da4c994,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,sales,"Who brokers cold storage industrial properties in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
f9ff34668e65b14afb5125131dcf6170c873dc7587d9e3f7a7fbb6a81c5d2fbc,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,sales,"Who handles data center industrial real estate in the James Island/Folly Beach submarket of Charleston, South Carolina?",8,gpt-4.1-web
3cc2306a62c90520817a3eceb26f84f5db63c4c99befede911d432a55ef5c35b,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,leasing,"Who helps contractors find industrial space in the James Island/Folly Beach submarket of Charleston, South Carolina?",4,gpt-4.1-web
855a9d2ff497a5823f3b59aaf47ab1b2b2def493a51fafc121ef3c381efb2490,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,leasing,"Top broker for modern logistics facility leasing in the James Island/Folly Beach submarket of Charleston, South Carolina",9,gpt-4.1-web
edeb11ad576d72596ab12ee921cf54bfe4396e9c11691652ac0128505296a004,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,leasing,"Who leases industrial space to 3PL providers in the James Island/Folly Beach submarket of Charleston, South Carolina?",4,gpt-4.1-web
ca6218b868f8a727cc9503b72c5d6070697210051d97e0a120090a16627f7302,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",industrial,leasing,"Who helps manufacturers lease industrial space in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
6f583a460e4534ef663d7b31ce7cd8553db39b4cd4ef7f32ec09efd12e4555bf,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",multifamily,sales,"Top broker for 5–50 unit multifamily properties in the James Island/Folly Beach submarket of Charleston, South Carolina",6,gpt-4.1-web
20523abf4ffec4dca1f6fa4da9d22aac98d0e24298632e641951f5b516cd47c5,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",multifamily,sales,"Who sells Class A apartment buildings in the James Island/Folly Beach submarket of Charleston, South Carolina?",7,gpt-4.1-web
7693911d26a160a07d619fc1b36edda6def8ef434de81105ef8c346c5bbadfe8,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",multifamily,sales,"Who sells apartment buildings under 50 units in the James Island/Folly Beach submarket of Charleston, South Carolina?",6,gpt-4.1-web
4eef2f5eaf499b3133d1e99e89df10d52e6170e07d75041b6c23306ec23a954e,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",multifamily,sales,"Who handles workforce housing transactions in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
babd2e686e1e65427ad427c423afe3356317e95e48c350d43acf0f89d793da89,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",multifamily,sales,"Who specializes in value-add apartment investments in the James Island/Folly Beach submarket of Charleston, South Carolina?",4,gpt-4.1-web
f214e66085f014491acd5c344f59a6d582b1b5014e27045f48810b2d401fbe99,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",multifamily,sales,"Who specializes in small apartment buildings in the James Island/Folly Beach submarket of Charleston, South Carolina?",6,gpt-4.1-web
22f0686ac82ab75dbb417486f035cad9e6e923061b1c5bb2e555c75686eda098,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",multifamily,sales,"Who brokers distressed multifamily assets in the James Island/Folly Beach submarket of Charleston, South Carolina?",6,gpt-4.1-web
655f0dd2b61e24f2b494be3b1454b629013b1b33d7bcf12312d5503343434fe5,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Who handles boutique office investment sales in the James Island/Folly Beach submarket of Charleston, South Carolina?",7,gpt-4.1-web
b35e56a9bcfa2a8a8eb2ac85f938e58ca12d469a31768cc36047ec3ec7d6994e,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",multifamily,sales,"Top broker for luxury multifamily investment sales in the James Island/Folly Beach submarket of Charleston, South Carolina",4,gpt-4.1-web
989d5f27f2ca5b366f47af6351ddb175ac4346b1a3b1cdd3f7b39e64072830e4,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Who dominates institutional office investment sales in the James Island/Folly Beach submarket of Charleston, South Carolina?",3,gpt-4.1-web
1a72cd1bd9924cbe65b5065537c5576f19539c1f478353ac9c6bdfcd77eaab71,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Who specializes in small office buildings for sale in the James Island/Folly Beach submarket of Charleston, South Carolina?",8,gpt-4.1-web
153c18ecf79909fd95dfec2e619e673e62fb0ea1a865afe9f7bd24f2ebe42bd1,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Who brokers office towers over 200,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",6,gpt-4.1-web
b52ab68dc9ceb5574f3c817b00aadd34c507d262fc57d82ba50358de7d3064dc,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Who handles office repositioning deals in the James Island/Folly Beach submarket of Charleston, South Carolina?",3,gpt-4.1-web
15181c4d4298ca00af97ce42ad46acdbbe1b2bea9d9dd6f9b4808c139303f34c,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Top broker for trophy office asset sales in the James Island/Folly Beach submarket of Charleston, South Carolina",6,gpt-4.1-web
51212a92d0e7cb8a5b45aebd9b0ebfc417d453106a6c45d251060d5ff0df7926,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Who brokers office buildings under 50,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",8,gpt-4.1-web
8aaab1ef963565f9e018145fcbaa3ca7f654c769b3515d50bb1c27104f2b97a5,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Who brokers office buildings between 50,000 and 200,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
a9a2f6013c81bb01e6df4b8bc36132e3ada33ca50487804cad2ffd76b10a3474,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Who brokers owner-user office properties in the James Island/Folly Beach submarket of Charleston, South Carolina?",8,gpt-4.1-web
891827521519b9fedaf811b9ab8c232625b7364cf063731a3a1bcbc84276b6c4,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,leasing,"Who leases office suites under 10,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",4,gpt-4.1-web
6af88f9a7a188c1609cd7a9c28cc3820ee69ad28779ce886563942f54469d0e9,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,leasing,"Top broker for trophy office leasing in the James Island/Folly Beach submarket of Charleston, South Carolina",3,gpt-4.1-web
cd4070aa72272fdbe7a47750557c26cf3994b21bc6c8992f6e5e0b35a58f5826,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,leasing,"Who specializes in leasing small office suites in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
a2b763a82ce44db251939902790bf1e422e11f4dc89ee00ccb6396ef8cd8b614,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,leasing,"Who dominates premium office leasing in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
566669040f48fb21b751f4560c5b7e5289ba04902e5c5408c94b822b34fcc23f,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,leasing,"Who helps medical tenants find office space in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
f5eb95f42a905c4a76179a1e239f0e6d6c68974a4835cfb2433477265d37ca01,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,leasing,"Who works with local businesses on office space in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
3bac980a6881090b65e8762fde9458ff4f09ab8deab43808a564cc0107a48db4,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,leasing,"Who specializes in leasing office space to startups in the James Island/Folly Beach submarket of Charleston, South Carolina?",6,gpt-4.1-web
31ce8e077cd13d4676e33392362a6e134d3f53c78004d6dd3756bf7a0c2d7e9e,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",office,sales,"Who brokers distressed office assets in the James Island/Folly Beach submarket of Charleston, South Carolina?",7,gpt-4.1-web
25544720acaf994776d81259241c37c0a03806c342c76b51d15b3683e493dcd7,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,sales,"Who sells prime retail assets in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
f2e8bc1c8fcd4ae87123fd8eb9b052164154197b642a15baf5e8645517470643,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,sales,"Who brokers mom-and-pop retail properties in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
bff006434c55b5c470c29340e964f93039e37eadcb558c8b75a8b5d5018cf462,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,sales,"Top broker for trophy retail property sales in the James Island/Folly Beach submarket of Charleston, South Carolina",4,gpt-4.1-web
4e0d5adef3a2b4f6e37663a2a156ce2660d6da9b5289cc4c17904dc42f015ca5,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,sales,"Who sells regional shopping centers over 100,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",6,gpt-4.1-web
3b95ecd04cf90b442052872e109731098659b9be092612a867b079d409a2b7f6,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,sales,"Who sells retail centers between 20,000 and 100,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",3,gpt-4.1-web
790d7141352381780fe0a2d07a2f2a398752910a03375398b33daddcf3990a15,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,leasing,"Who dominates small-shop retail leasing in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
55bf8216aaf8ca77ba8c6d0be821060266037eec40107104754b9f6edffbe7ab,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,sales,"Who handles off-market neighborhood retail sales in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
ff3d6bcb3f535c00ebe62ddb73b4a78340a5feb8efb8782a7f04bd5f8b731a40,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,leasing,"Who handles urban street retail leasing in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
dfdc7ea3fc264fb8eac383313f848756095dfe5276925f004eda381c30314f06,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,leasing,"Who specializes in neighborhood retail leasing in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
a1dd50b1e680d63a121385c88e51f2a855963590831c8cb37e1c39bcf65ded44,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,leasing,"Who specializes in QSR and drive-thru retail leasing in the James Island/Folly Beach submarket of Charleston, South Carolina?",4,gpt-4.1-web
3fb1dda6a7c655a19f6e36e73451d39302f54f6f76187457919ece6cfa190d1a,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",land,sales,"Who brokers infill land deals in the James Island/Folly Beach submarket of Charleston, South Carolina?",7,gpt-4.1-web
231e00b6fd7352559a02171e3992473f1daa8b6df842313271cd76d5a2966588,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,leasing,"Who leases small-shop retail under 5,000 SF in the James Island/Folly Beach submarket of Charleston, South Carolina?",5,gpt-4.1-web
47d5f0bd7f9c827f6deb2efe36758405758bfc46c45fa01852c9c57ccdfce6d7,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,leasing,"Who leases retail space to national brands in the James Island/Folly Beach submarket of Charleston, South Carolina?",9,gpt-4.1-web
01bd5e82660a7a953167bc46e0910a646f1f978285006f864af356e014497e11,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",retail,leasing,"Who helps franchise operators find retail locations in the James Island/Folly Beach submarket of Charleston, South Carolina?",6,gpt-4.1-web
4f22ac571e6d0fbea15a730580fd090bb81025d8ad448f6bb26d46c0b0dce06a,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",land,sales,"Who sells shovel-ready development parcels in the James Island/Folly Beach submarket of Charleston, South Carolina?",3,gpt-4.1-web
d6c03e3940f29a977c1111bff217308d8be31c8f340a61936688d741badf0d1e,submarket,"Charleston, South Carolina",James Island/Folly Beach,"James Island/Folly Beach | Charleston, South Carolina",land,sales,"Who sells entitled development land in the James Island/Folly Beach submarket of Charleston, South Carolina?",4,gpt-4.1-web
1d8749ebad54187bc065ea82b2c728f05afa05e46a038f90b3e4f0cbbd5f9cc7,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,sales,"Who sells Class A industrial buildings in the North Charleston submarket of Charleston, South Carolina?",6,gpt-4.1-web
b2fe2da4d85ddc4ea2c46a595f18c92d7b8c3c4f9038948c8c8346a2e316eae1,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,sales,"Who sells industrial facilities over 200,000 SF in the North Charleston submarket of Charleston, South Carolina?",3,gpt-4.1-web
4f169d4f906d9942e6e1cb6a0a96532a51134d13bd17361d1d7df0ee6d9d0cf0,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,sales,"Who is known for off-market small industrial deals in the North Charleston submarket of Charleston, South Carolina?",4,gpt-4.1-web
4fdcf3c2a61c36ac479c77b3cd36233bbfa006c441b5d4c573bc3d32dd22d629,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,sales,"Who helps local businesses buy small industrial buildings in the North Charleston submarket of Charleston, South Carolina?",8,gpt-4.1-web
6d5e69c99e1ec256cb5aa85dc01f4ab2714c29d711a8a8a81a57d0b5fae5a4e8,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,sales,"Who brokers light manufacturing properties in the North Charleston submarket of Charleston, South Carolina?",10,gpt-4.1-web
f44783054e480bad16c74fc22957d0a418b7a2268e0e993b102c7eb4f2213b20,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,sales,"Who sells food-grade warehouse facilities in the North Charleston submarket of Charleston, South Carolina?",5,gpt-4.1-web
90bd3b926b6b9fe0b0e58885985b3b8943302af9107efde0127a90db6e2519e9,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,sales,"Top broker for owner-user industrial properties in the North Charleston submarket of Charleston, South Carolina",5,gpt-4.1-web
4ef06b84d3b7f0510abc904ba373660f33dac8120e9b619d2410b7ee35981af1,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,sales,"Who sells industrial facilities between 50,000 and 200,000 SF in the North Charleston submarket of Charleston, South Carolina?",5,gpt-4.1-web
208088cfc84104fa4d6a07141f4e8edf26f0dc741c7e92d6739e5503c881e96e,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,leasing,"Who dominates sub-50,000 SF industrial leasing in the North Charleston submarket of Charleston, South Carolina?",4,gpt-4.1-web
a9949ef96b64e560b6882a5ae0f07613599df72844261003605d8d4f34a5117e,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,leasing,"Who brokers flex industrial leases in the North Charleston submarket of Charleston, South Carolina?",6,gpt-4.1-web
ac4867e5ea336c0c095601d5461f4aed076b28c8d0973635c7dcb3ced1993675,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,leasing,"Top broker for modern logistics facility leasing in the North Charleston submarket of Charleston, South Carolina",4,gpt-4.1-web
4ddd2a9288e5a50dbe827289617446d58ae7dfa75ddc77e999e3faaf6632a261,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,leasing,"Who helps manufacturers lease industrial space in the North Charleston submarket of Charleston, South Carolina?",7,gpt-4.1-web
16272d7c545c73a944d26927e2761b586e42a3b378dbd9a8fe3827ef53705c6a,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Who dominates mom-and-pop multifamily sales in the North Charleston submarket of Charleston, South Carolina?",4,gpt-4.1-web
6bff9ad486b66f792d5bfdaa657e00bcc7f139c9bf2a1023e9bd4e49ddd49e83,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Who specializes in small apartment buildings in the North Charleston submarket of Charleston, South Carolina?",6,gpt-4.1-web
8c958f510d42b909cad12afd92370355b6f35e0915184766f2fad93519875a96,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Who sells apartment buildings under 50 units in the North Charleston submarket of Charleston, South Carolina?",9,gpt-4.1-web
2cd1a02328e34a98099482f23ed8cb3d50535ea9381b1ee4fddd8303084336af,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,leasing,"Who leases industrial space to 3PL providers in the North Charleston submarket of Charleston, South Carolina?",5,gpt-4.1-web
51fa5f435123bb4bd70b7b2e6f464e31d68ecca9fc4a29f1a78dd2e07f0550b1,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",industrial,sales,"Who handles data center industrial real estate in the North Charleston submarket of Charleston, South Carolina?",8,gpt-4.1-web
51650cb3badc34c54867dc97e073f2f1c0d1850530bdf268fe41dc72f31bd855,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Who sells Class A apartment buildings in the North Charleston submarket of Charleston, South Carolina?",4,gpt-4.1-web
aa73553db93f51e4643444713d954c65b107041587c9c08954b1f0b0aff7e247,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Who specializes in value-add apartment investments in the North Charleston submarket of Charleston, South Carolina?",8,gpt-4.1-web
a5427042f0893c5f7dedddaf253588c47b3d0ce706dbc7b578253db544c8281b,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Who sells apartment buildings between 50 and 200 units in the North Charleston submarket of Charleston, South Carolina?",5,gpt-4.1-web
46baca9167d717fd665752bb6caa767f027486a0b63d7902c308dd9e61ff94f7,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Who handles under-the-radar multifamily deals in the North Charleston submarket of Charleston, South Carolina?",7,gpt-4.1-web
dfa6bd31fdf37d01d020bbe14ab53e84fb7811a851afd0a236ab21016c73bc18,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Top broker for 5–50 unit multifamily properties in the North Charleston submarket of Charleston, South Carolina",5,gpt-4.1-web
e2a4da8ce6a10f844c1201ab1161ff86f5ca49a3586a1c6d796a9b4bfb19da65,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Who sells apartment complexes over 200 units in the North Charleston submarket of Charleston, South Carolina?",5,gpt-4.1-web
7755424543d00b6977a2a03f4547b3f5d41f11fd61fc593e82ada63def58982b,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,sales,"Who specializes in small office buildings for sale in the North Charleston submarket of Charleston, South Carolina?",7,gpt-4.1-web
5ceb51edcfe8d974de859879433597f48a7c4c7a2a66cc54c672ea170c12aa15,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",multifamily,sales,"Top broker for luxury multifamily investment sales in the North Charleston submarket of Charleston, South Carolina",5,gpt-4.1-web
cf7afcf765216fda1ed943777a49d3bf2096a2c3df9dc6490af5637888234cde,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,sales,"Who dominates institutional office investment sales in the North Charleston submarket of Charleston, South Carolina?",4,gpt-4.1-web
4337eb43444654ac34979860d371d5efbef7916afe9a2290bf5147c79c8b87d0,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,sales,"Who specializes in selling Class A office buildings in the North Charleston submarket of Charleston, South Carolina?",6,gpt-4.1-web
5d46acae7b3f77a37b1bc32635daa8403638c6880a9488e0d0a15c774fc7fbd0,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,sales,"Top broker for trophy office asset sales in the North Charleston submarket of Charleston, South Carolina",5,gpt-4.1-web
455adaecbad6fd90ca006d4a53d91cdc58b71900c78a671c8f302675d132cd99,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,leasing,"Who handles boutique office leasing in the North Charleston submarket of Charleston, South Carolina?",3,gpt-4.1-web
25b8bd5070da13271bdf554b36e125e4d8bec5bed1ae27abb30d56cc5638fd84,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,leasing,"Who specializes in leasing small office suites in the North Charleston submarket of Charleston, South Carolina?",8,gpt-4.1-web
554311c0755fac8273c60613131c35c24f70dcbf201faba6b43d5ddd7af32791,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,leasing,"Who dominates premium office leasing in the North Charleston submarket of Charleston, South Carolina?",3,gpt-4.1-web
b15c34061d273b856b48fb5f564438bf7517cbb4d460ac9447fa86b5bfde8926,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,sales,"Who brokers office towers over 200,000 SF in the North Charleston submarket of Charleston, South Carolina?",6,gpt-4.1-web
40b1de038d8af55c86ae6d0f8862f182abfc1e0a5ce26c199770692330076c8c,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,sales,"Who specializes in value-add office properties in the North Charleston submarket of Charleston, South Carolina?",4,gpt-4.1-web
7dfc1e245f6ff3e805e56a115b81409d0ac4fa28d5de27d0cca05e820ca737cd,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,leasing,"Top broker for trophy office leasing in the North Charleston submarket of Charleston, South Carolina",4,gpt-4.1-web
37cbc78fc623d9ec74130121d5b90e0f215cbef12cb5db1fcbdb16fe6d85a2b1,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",office,leasing,"Who specializes in leasing office space to startups in the North Charleston submarket of Charleston, South Carolina?",4,gpt-4.1-web
6aeb36fb16de0e488021d9e39baefb62697d29a1a002ce5d4feb05f0683b0af0,submarket,"Charleston, South Carolina",North Charleston,"North Charleston | Charleston, South Carolina",retail,sales,"Who handles off-market neighborhood retail sales in the North Charleston submarket of Charleston, South Carolina?",6,gpt-4.1-web
